A¤o;Mes;Provincia;Cant¢n;N£mero de Personas;Fecha de Corte
2023;7;MORONA SANTIAGO;MACAS;77;31/7/2023
2023;7;MORONA SANTIAGO;MORONA;29;31/7/2023
2023;7;MORONA SANTIAGO;PABLO SEXTO;2;31/7/2023
2023;7;MORONA SANTIAGO;PALORA;19;31/7/2023
2023;7;MORONA SANTIAGO;SAN JUAN BOSCO;4;31/7/2023
2023;7;MORONA SANTIAGO;SANTIAGO;9;31/7/2023
2023;7;MORONA SANTIAGO;SUCUA;33;31/7/2023
2023;7;MORONA SANTIAGO;TAISHA;33;31/7/2023
2023;7;MORONA SANTIAGO;TIWINTZA;11;31/7/2023
2023;7;NAPO;ARCHIDONA;67;31/7/2023
2023;7;NAPO;CARLOS JULIO AROSEMENA TOLA;8;31/7/2023
2023;7;NAPO;EL CHACO;13;31/7/2023
2023;7;NAPO;QUIJOS;17;31/7/2023
2023;7;NAPO;TENA;273;31/7/2023
2023;7;ORELLANA;AGUARICO;68;31/7/2023
2023;7;ORELLANA;LA JOYA DE LOS SACHAS;99;31/7/2023
2023;7;ORELLANA;LORETO;28;31/7/2023
2023;7;ORELLANA;PUERTO FRANCISCO DE ORELLANA;238;31/7/2023
2023;7;PASTAZA;ARAJUNO;18;31/7/2023
2023;7;PASTAZA;MERA;40;31/7/2023
2023;7;PASTAZA;PASTAZA;162;31/7/2023
2023;7;PASTAZA;SANTA CLARA;8;31/7/2023
2023;7;PICHINCHA;CAYAMBE;196;31/7/2023
2023;7;PICHINCHA;MEJIA;80;31/7/2023
2023;7;PICHINCHA;PEDRO MONCAYO;20;31/7/2023
2023;7;PICHINCHA;PEDRO VICENTE MALDONADO;12;31/7/2023
2023;7;PICHINCHA;PUERTO QUITO;26;31/7/2023
2023;7;PICHINCHA;QUITO;2618;31/7/2023
2023;7;PICHINCHA;RUMI¥AHUI;122;31/7/2023
2023;7;PICHINCHA;SAN MIGUEL DE LOS BANCOS;10;31/7/2023
2023;7;SANTA ELENA;LA LIBERTAD;177;31/7/2023
2023;7;SANTA ELENA;SALINAS;112;31/7/2023
2023;7;SANTA ELENA;SANTA ELENA;199;31/7/2023
2023;7;SANTO DOMINGO DE LOS TSACHILAS;LA CONCORDIA;65;31/7/2023
2023;7;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO DE LOS TSACHILAS;426;31/7/2023
2023;7;SUCUMBIOS;CASCALES;21;31/7/2023
2023;7;SUCUMBIOS;CUYABENO;6;31/7/2023
2023;7;SUCUMBIOS;GONZALO PIZARRO;9;31/7/2023
2023;7;SUCUMBIOS;LAGO AGRIO;196;31/7/2023
2023;7;SUCUMBIOS;NUEVA LOJA;24;31/7/2023
2023;7;SUCUMBIOS;PUTUMAYO;38;31/7/2023
2023;7;SUCUMBIOS;SHUSHUFINDI;73;31/7/2023
2023;7;SUCUMBIOS;SUCUMBIOS;4;31/7/2023
2023;7;TUNGURAHUA;AMBATO;447;31/7/2023
2023;7;TUNGURAHUA;BA¥OS DE AGUA SANTA;37;31/7/2023
2023;7;TUNGURAHUA;CEVALLOS;3;31/7/2023
2023;7;TUNGURAHUA;MOCHA;2;31/7/2023
2023;7;TUNGURAHUA;PATATE;5;31/7/2023
2023;7;TUNGURAHUA;QUERO;2;31/7/2023
2023;7;TUNGURAHUA;SAN PEDRO DE PELILEO;75;31/7/2023
2023;7;TUNGURAHUA;SANTIAGO DE PILLARO;30;31/7/2023
2023;7;TUNGURAHUA;TISALEO;4;31/7/2023
2023;7;ZAMORA CHINCHIPE;CENTINELA DEL CONDOR;37;31/7/2023
2023;7;ZAMORA CHINCHIPE;CHINCHIPE;14;31/7/2023
2023;7;ZAMORA CHINCHIPE;EL PANGUI;61;31/7/2023
2023;7;ZAMORA CHINCHIPE;NANGARITZA;13;31/7/2023
2023;7;ZAMORA CHINCHIPE;PALANDA;28;31/7/2023
2023;7;ZAMORA CHINCHIPE;PAQUISHA;9;31/7/2023
2023;7;ZAMORA CHINCHIPE;YACUAMBI;9;31/7/2023
2023;7;ZAMORA CHINCHIPE;YANTZAZA;78;31/7/2023
2023;7;ZAMORA CHINCHIPE;ZAMORA;67;31/7/2023
2023;7;SIN REGISTRAR;SIN REGISTRAR;138;31/7/2023
2023;8;AZUAY;CAMILO PONCE ENRIQUEZ;76;31/8/2023
2023;8;AZUAY;CHORDELEG;11;31/8/2023
2023;8;AZUAY;CUENCA;813;31/8/2023
2023;8;AZUAY;EL PAN;4;31/8/2023
2023;8;AZUAY;GIRON;3;31/8/2023
2023;8;AZUAY;GUACHAPALA;5;31/8/2023
2023;8;AZUAY;GUALACEO;27;31/8/2023
2023;8;AZUAY;NABON;4;31/8/2023
2023;8;AZUAY;O¥A;3;31/8/2023
2023;8;AZUAY;PAUTE;22;31/8/2023
2023;8;AZUAY;PUCARA;6;31/8/2023
2023;8;AZUAY;SANTA ISABEL;15;31/8/2023
2023;8;AZUAY;SEVILLA DE ORO;3;31/8/2023
2023;8;AZUAY;SIGSIG;14;31/8/2023
2023;8;BOLIVAR;CALUMA;27;31/8/2023
2023;8;BOLIVAR;CHILLANES;44;31/8/2023
2023;8;BOLIVAR;CHIMBO;19;31/8/2023
2023;8;BOLIVAR;ECHEANDIA;24;31/8/2023
2023;8;BOLIVAR;GUARANDA;158;31/8/2023
2023;8;BOLIVAR;LAS NAVES;5;31/8/2023
2023;8;BOLIVAR;SAN MIGUEL;71;31/8/2023
2023;8;CA¥AR;AZOGUES;150;31/8/2023
2023;8;CA¥AR;BIBLIAN;15;31/8/2023
2023;8;CA¥AR;CA¥AR;57;31/8/2023
2023;8;CA¥AR;DELEG;3;31/8/2023
2023;8;CA¥AR;EL TAMBO;13;31/8/2023
2023;8;CA¥AR;LA TRONCAL;42;31/8/2023
2023;8;CARCHI;BOLIVAR;12;31/8/2023
2023;8;CARCHI;ESPEJO;16;31/8/2023
2023;8;CARCHI;MIRA;14;31/8/2023
2023;8;CARCHI;MONTUFAR;22;31/8/2023
2023;8;CARCHI;SAN PEDRO DE HUACA;12;31/8/2023
2023;8;CARCHI;TULCAN;95;31/8/2023
2023;8;CHIMBORAZO;ALAUSI;34;31/8/2023
2023;8;CHIMBORAZO;CHAMBO;11;31/8/2023
2023;8;CHIMBORAZO;CHUNCHI;9;31/8/2023
2023;8;CHIMBORAZO;COLTA;23;31/8/2023
2023;8;CHIMBORAZO;CUMANDA;12;31/8/2023
2023;8;CHIMBORAZO;GUAMOTE;17;31/8/2023
2023;8;CHIMBORAZO;GUANO;22;31/8/2023
2023;8;CHIMBORAZO;PALLATANGA;5;31/8/2023
2023;8;CHIMBORAZO;PENIPE;26;31/8/2023
2023;8;CHIMBORAZO;RIOBAMBA;422;31/8/2023
2023;8;COTOPAXI;LA MANA;57;31/8/2023
2023;8;COTOPAXI;LATACUNGA;263;31/8/2023
2023;8;COTOPAXI;PANGUA;10;31/8/2023
2023;8;COTOPAXI;PUJILI;97;31/8/2023
2023;8;COTOPAXI;SALCEDO;76;31/8/2023
2023;8;COTOPAXI;SAQUISILI;19;31/8/2023
2023;8;COTOPAXI;SIGCHOS;5;31/8/2023
2023;8;EL ORO;ARENILLAS;47;31/8/2023
2023;8;EL ORO;ATAHUALPA;7;31/8/2023
2023;8;EL ORO;BALSAS;14;31/8/2023
2023;8;EL ORO;CHILLA;1;31/8/2023
2023;8;EL ORO;EL GUABO;31;31/8/2023
2023;8;EL ORO;HUAQUILLAS;31;31/8/2023
2023;8;EL ORO;LAS LAJAS;3;31/8/2023
2023;8;EL ORO;MACHALA;630;31/8/2023
2023;8;EL ORO;MARCABELI;1;31/8/2023
2023;8;EL ORO;PASAJE;81;31/8/2023
2023;8;EL ORO;PI¥AS;24;31/8/2023
2023;8;EL ORO;PORTOVELO;12;31/8/2023
2023;8;EL ORO;SANTA ROSA;98;31/8/2023
2023;8;EL ORO;ZARUMA;13;31/8/2023
2023;8;ESMERALDAS;ATACAMES;56;31/8/2023
2023;8;ESMERALDAS;ELOY ALFARO;10;31/8/2023
2023;8;ESMERALDAS;ESMERALDAS;208;31/8/2023
2023;8;ESMERALDAS;MUISNE;11;31/8/2023
2023;8;ESMERALDAS;QUININDE;86;31/8/2023
2023;8;ESMERALDAS;RIOVERDE;13;31/8/2023
2023;8;ESMERALDAS;SAN LORENZO;45;31/8/2023
2023;8;GALAPAGOS;ISABELA;4;31/8/2023
2023;8;GALAPAGOS;SAN CRISTOBAL;8;31/8/2023
2023;8;GALAPAGOS;SANTA CRUZ;13;31/8/2023
2023;8;GUAYAS;ALFREDO BAQUERIZO MORENO (JUJAN);240;31/8/2023
2023;8;GUAYAS;BALAO;15;31/8/2023
2023;8;GUAYAS;BALZAR;27;31/8/2023
2023;8;GUAYAS;COLIMES;63;31/8/2023
2023;8;GUAYAS;CRNEL. MARCELINO MARIDUE¥A;8;31/8/2023
2023;8;GUAYAS;DAULE;144;31/8/2023
2023;8;GUAYAS;DURAN;230;31/8/2023
2023;8;GUAYAS;EL EMPALME;69;31/8/2023
2023;8;GUAYAS;EL TRIUNFO;46;31/8/2023
2023;8;GUAYAS;GNRAL. ANTONIO ELIZALDE;15;31/8/2023
2023;8;GUAYAS;GUAYAQUIL;2259;31/8/2023
2023;8;GUAYAS;ISIDRO AYORA;8;31/8/2023
2023;8;GUAYAS;LOMAS DE SARGENTILLO;25;31/8/2023
2023;8;GUAYAS;MILAGRO;184;31/8/2023
2023;8;GUAYAS;NARANJAL;69;31/8/2023
2023;8;GUAYAS;NARANJITO;24;31/8/2023
2023;8;GUAYAS;NOBOL;14;31/8/2023
2023;8;GUAYAS;PALESTINA;5;31/8/2023
2023;8;GUAYAS;PEDRO CARBO;69;31/8/2023
2023;8;GUAYAS;PLAYAS;30;31/8/2023
2023;8;GUAYAS;SALITRE;30;31/8/2023
2023;8;GUAYAS;SAMBORONDON;58;31/8/2023
2023;8;GUAYAS;SAN JACINTO DE YAGUACHI;54;31/8/2023
2023;8;GUAYAS;SANTA LUCIA;22;31/8/2023
2023;8;GUAYAS;SIMON BOLIVAR;23;31/8/2023
2023;8;IMBABURA;ANTONIO ANTE;98;31/8/2023
2023;8;IMBABURA;COTACACHI;44;31/8/2023
2023;8;IMBABURA;IBARRA;331;31/8/2023
2023;8;IMBABURA;OTAVALO;116;31/8/2023
2023;8;IMBABURA;PIMAMPIRO;9;31/8/2023
2023;8;IMBABURA;SAN MIGUEL DE URCUQUI;11;31/8/2023
2023;8;LOJA;CALVAS;51;31/8/2023
2023;8;LOJA;CATAMAYO;29;31/8/2023
2023;8;LOJA;CELICA;7;31/8/2023
2023;8;LOJA;ESPINDOLA;7;31/8/2023
2023;8;LOJA;GONZANAMA;5;31/8/2023
2023;8;LOJA;LOJA;390;31/8/2023
2023;8;LOJA;MACARA;8;31/8/2023
2023;8;LOJA;OLMEDO;1;31/8/2023
2023;8;LOJA;PALTAS;15;31/8/2023
2023;8;LOJA;PINDAL;14;31/8/2023
2023;8;LOJA;PUYANGO;12;31/8/2023
2023;8;LOJA;QUILANGA;4;31/8/2023
2023;8;LOJA;SARAGURO;20;31/8/2023
2023;8;LOJA;ZAPOTILLO;4;31/8/2023
2023;8;LOS RIOS;BABA;46;31/8/2023
2023;8;LOS RIOS;BABAHOYO;197;31/8/2023
2023;8;LOS RIOS;BUENA FE;240;31/8/2023
2023;8;LOS RIOS;MOCACHE;25;31/8/2023
2023;8;LOS RIOS;MONTALVO;27;31/8/2023
2023;8;LOS RIOS;PALENQUE;16;31/8/2023
2023;8;LOS RIOS;PUEBLOVIEJO;23;31/8/2023
2023;8;LOS RIOS;QUEVEDO;245;31/8/2023
2023;8;LOS RIOS;QUINSALOMA;41;31/8/2023
2023;8;LOS RIOS;URDANETA;22;31/8/2023
2023;8;LOS RIOS;VALENCIA;107;31/8/2023
2023;8;LOS RIOS;VENTANAS;278;31/8/2023
2023;8;LOS RIOS;VINCES;46;31/8/2023
2023;8;MANABI;24 DE MAYO;67;31/8/2023
2023;8;MANABI;BOLIVAR;85;31/8/2023
2023;8;MANABI;CHONE;116;31/8/2023
2023;8;MANABI;EL CARMEN;92;31/8/2023
2023;8;MANABI;FLAVIO ALFARO;18;31/8/2023
2023;8;MANABI;JAMA;9;31/8/2023
2023;8;MANABI;JARAMIJO;13;31/8/2023
2023;8;MANABI;JIPIJAPA;92;31/8/2023
2023;8;MANABI;JUNIN;19;31/8/2023
2023;8;MANABI;MANTA;301;31/8/2023
2023;8;MANABI;MONTECRISTI;66;31/8/2023
2023;8;MANABI;PAJAN;17;31/8/2023
2023;8;MANABI;PEDERNALES;56;31/8/2023
2023;8;MANABI;PICHINCHA;26;31/8/2023
2023;8;MANABI;PORTOVIEJO;410;31/8/2023
2023;8;MANABI;PUERTO LOPEZ;17;31/8/2023
2023;8;MANABI;ROCAFUERTE;29;31/8/2023
2023;8;MANABI;SAN VICENTE;20;31/8/2023
2023;8;MANABI;SANTA ANA;18;31/8/2023
2023;8;MANABI;SUCRE;68;31/8/2023
2023;8;MANABI;TOSAGUA;30;31/8/2023
2023;8;MORONA SANTIAGO;GUALAQUIZA;48;31/8/2023
2023;8;MORONA SANTIAGO;HUAMBOYA;13;31/8/2023
2023;8;MORONA SANTIAGO;LIMON INDANZA;10;31/8/2023
2023;8;MORONA SANTIAGO;LOGRO¥O;13;31/8/2023
2023;8;MORONA SANTIAGO;MACAS;101;31/8/2023
2023;8;MORONA SANTIAGO;MORONA;33;31/8/2023
2023;8;MORONA SANTIAGO;PABLO SEXTO;3;31/8/2023
2023;8;MORONA SANTIAGO;PALORA;23;31/8/2023
2023;8;MORONA SANTIAGO;SAN JUAN BOSCO;9;31/8/2023
2023;8;MORONA SANTIAGO;SANTIAGO;15;31/8/2023
2023;8;MORONA SANTIAGO;SUCUA;46;31/8/2023
2023;8;MORONA SANTIAGO;TAISHA;12;31/8/2023
2023;8;MORONA SANTIAGO;TIWINTZA;6;31/8/2023
2023;8;NAPO;ARCHIDONA;46;31/8/2023
2023;8;NAPO;CARLOS JULIO AROSEMENA TOLA;7;31/8/2023
2023;8;NAPO;EL CHACO;12;31/8/2023
2023;8;NAPO;QUIJOS;13;31/8/2023
2023;8;NAPO;TENA;118;31/8/2023
2023;8;ORELLANA;AGUARICO;28;31/8/2023
2023;8;ORELLANA;LA JOYA DE LOS SACHAS;107;31/8/2023
2023;8;ORELLANA;LORETO;39;31/8/2023
2023;8;ORELLANA;PUERTO FRANCISCO DE ORELLANA;180;31/8/2023
2023;8;PASTAZA;ARAJUNO;27;31/8/2023
2023;8;PASTAZA;MERA;17;31/8/2023
2023;8;PASTAZA;PASTAZA;171;31/8/2023
2023;8;PASTAZA;SANTA CLARA;9;31/8/2023
2023;8;PICHINCHA;CAYAMBE;209;31/8/2023
2023;8;PICHINCHA;MEJIA;91;31/8/2023
2023;8;PICHINCHA;PEDRO MONCAYO;35;31/8/2023
2023;8;PICHINCHA;PEDRO VICENTE MALDONADO;8;31/8/2023
2023;8;PICHINCHA;PUERTO QUITO;13;31/8/2023
2023;8;PICHINCHA;QUITO;2939;31/8/2023
2023;8;PICHINCHA;RUMI¥AHUI;158;31/8/2023
2023;8;PICHINCHA;SAN MIGUEL DE LOS BANCOS;5;31/8/2023
2023;8;SANTA ELENA;LA LIBERTAD;133;31/8/2023
2023;8;SANTA ELENA;SALINAS;93;31/8/2023
2023;8;SANTA ELENA;SANTA ELENA;105;31/8/2023
2023;8;SANTO DOMINGO DE LOS TSACHILAS;LA CONCORDIA;58;31/8/2023
2023;8;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO DE LOS TSACHILAS;406;31/8/2023
2023;8;SUCUMBIOS;CASCALES;19;31/8/2023
2023;8;SUCUMBIOS;CUYABENO;6;31/8/2023
2023;8;SUCUMBIOS;GONZALO PIZARRO;6;31/8/2023
2023;8;SUCUMBIOS;LAGO AGRIO;144;31/8/2023
2023;8;SUCUMBIOS;NUEVA LOJA;14;31/8/2023
2023;8;SUCUMBIOS;PUTUMAYO;28;31/8/2023
2023;8;SUCUMBIOS;SHUSHUFINDI;101;31/8/2023
2023;8;SUCUMBIOS;SUCUMBIOS;4;31/8/2023
2023;8;TUNGURAHUA;AMBATO;542;31/8/2023
2023;8;TUNGURAHUA;BA¥OS DE AGUA SANTA;25;31/8/2023
2023;8;TUNGURAHUA;CEVALLOS;10;31/8/2023
2023;8;TUNGURAHUA;MOCHA;8;31/8/2023
2023;8;TUNGURAHUA;PATATE;18;31/8/2023
2023;8;TUNGURAHUA;QUERO;16;31/8/2023
2023;8;TUNGURAHUA;SAN PEDRO DE PELILEO;63;31/8/2023
2023;8;TUNGURAHUA;SANTIAGO DE PILLARO;69;31/8/2023
2023;8;TUNGURAHUA;TISALEO;11;31/8/2023
2023;8;ZAMORA CHINCHIPE;CENTINELA DEL CONDOR;38;31/8/2023
2023;8;ZAMORA CHINCHIPE;CHINCHIPE;15;31/8/2023
2023;8;ZAMORA CHINCHIPE;EL PANGUI;51;31/8/2023
2023;8;ZAMORA CHINCHIPE;NANGARITZA;5;31/8/2023
2023;8;ZAMORA CHINCHIPE;PALANDA;14;31/8/2023
2023;8;ZAMORA CHINCHIPE;PAQUISHA;4;31/8/2023
2023;8;ZAMORA CHINCHIPE;YACUAMBI;11;31/8/2023
2023;8;ZAMORA CHINCHIPE;YANTZAZA;50;31/8/2023
2023;8;ZAMORA CHINCHIPE;ZAMORA;66;31/8/2023
2023;8;SIN REGISTRAR;SIN REGISTRAR;185;31/8/2023
2023;9;AZUAY;CAMILO PONCE ENRIQUEZ;53;30/9/2023
2023;9;AZUAY;CHORDELEG;7;30/9/2023
2023;9;AZUAY;CUENCA;635;30/9/2023
2023;9;AZUAY;EL PAN;1;30/9/2023
2023;9;AZUAY;GIRON;1;30/9/2023
2023;9;AZUAY;GUACHAPALA;2;30/9/2023
2023;9;AZUAY;GUALACEO;21;30/9/2023
2023;9;AZUAY;NABON;7;30/9/2023
2023;9;AZUAY;O¥A;1;30/9/2023
2023;9;AZUAY;PAUTE;10;30/9/2023
2023;9;AZUAY;PUCARA;2;30/9/2023
2023;9;AZUAY;SAN FERNANDO;2;30/9/2023
2023;9;AZUAY;SANTA ISABEL;4;30/9/2023
2023;9;AZUAY;SEVILLA DE ORO;7;30/9/2023
2023;9;AZUAY;SIGSIG;7;30/9/2023
2023;9;BOLIVAR;CALUMA;14;30/9/2023
2023;9;BOLIVAR;CHILLANES;13;30/9/2023
2023;9;BOLIVAR;CHIMBO;12;30/9/2023
2023;9;BOLIVAR;ECHEANDIA;11;30/9/2023
2023;9;BOLIVAR;GUARANDA;90;30/9/2023
2023;9;BOLIVAR;LAS NAVES;6;30/9/2023
2023;9;BOLIVAR;SAN MIGUEL;21;30/9/2023
2023;9;CA¥AR;AZOGUES;89;30/9/2023
2023;9;CA¥AR;BIBLIAN;12;30/9/2023
2023;9;CA¥AR;CA¥AR;21;30/9/2023
2023;9;CA¥AR;DELEG;2;30/9/2023
2023;9;CA¥AR;EL TAMBO;7;30/9/2023
2023;9;CA¥AR;LA TRONCAL;31;30/9/2023
2023;9;CA¥AR;SUSCAL;2;30/9/2023
2023;9;CARCHI;BOLIVAR;6;30/9/2023
2023;9;CARCHI;ESPEJO;9;30/9/2023
2023;9;CARCHI;MIRA;11;30/9/2023
2023;9;CARCHI;MONTUFAR;26;30/9/2023
2023;9;CARCHI;SAN PEDRO DE HUACA;6;30/9/2023
2023;9;CARCHI;TULCAN;113;30/9/2023
2023;9;CHIMBORAZO;ALAUSI;23;30/9/2023
2023;9;CHIMBORAZO;CHAMBO;10;30/9/2023
2023;9;CHIMBORAZO;CHUNCHI;1;30/9/2023
2023;9;CHIMBORAZO;COLTA;10;30/9/2023
2023;9;CHIMBORAZO;CUMANDA;4;30/9/2023
2023;9;CHIMBORAZO;GUAMOTE;19;30/9/2023
2023;9;CHIMBORAZO;GUANO;18;30/9/2023
2023;9;CHIMBORAZO;PALLATANGA;30;30/9/2023
2023;9;CHIMBORAZO;PENIPE;8;30/9/2023
2023;9;CHIMBORAZO;RIOBAMBA;264;30/9/2023
2023;9;COTOPAXI;LA MANA;64;30/9/2023
2023;9;COTOPAXI;LATACUNGA;173;30/9/2023
2023;9;COTOPAXI;PANGUA;6;30/9/2023
2023;9;COTOPAXI;PUJILI;32;30/9/2023
2023;9;COTOPAXI;SALCEDO;46;30/9/2023
2023;9;COTOPAXI;SAQUISILI;12;30/9/2023
2023;9;COTOPAXI;SIGCHOS;5;30/9/2023
2023;9;EL ORO;ARENILLAS;47;30/9/2023
2023;9;EL ORO;ATAHUALPA;3;30/9/2023
2023;9;EL ORO;BALSAS;4;30/9/2023
2023;9;EL ORO;CHILLA;1;30/9/2023
2023;9;EL ORO;EL GUABO;90;30/9/2023
2023;9;EL ORO;HUAQUILLAS;24;30/9/2023
2023;9;EL ORO;LAS LAJAS;4;30/9/2023
2023;9;EL ORO;MACHALA;372;30/9/2023
2023;9;EL ORO;MARCABELI;3;30/9/2023
2023;9;EL ORO;PASAJE;99;30/9/2023
2023;9;EL ORO;PI¥AS;34;30/9/2023
2023;9;EL ORO;PORTOVELO;11;30/9/2023
2023;9;EL ORO;SANTA ROSA;50;30/9/2023
2023;9;EL ORO;ZARUMA;6;30/9/2023
2023;9;ESMERALDAS;ATACAMES;54;30/9/2023
2023;9;ESMERALDAS;ELOY ALFARO;27;30/9/2023
2023;9;ESMERALDAS;ESMERALDAS;141;30/9/2023
2023;9;ESMERALDAS;MUISNE;18;30/9/2023
2023;9;ESMERALDAS;QUININDE;55;30/9/2023
2023;9;ESMERALDAS;RIOVERDE;8;30/9/2023
2023;9;ESMERALDAS;SAN LORENZO;25;30/9/2023
2023;9;GALAPAGOS;ISABELA;1;30/9/2023
2023;9;GALAPAGOS;SAN CRISTOBAL;9;30/9/2023
2023;9;GALAPAGOS;SANTA CRUZ;17;30/9/2023
2023;9;GUAYAS;ALFREDO BAQUERIZO MORENO (JUJAN);189;30/9/2023
2023;9;GUAYAS;BALAO;7;30/9/2023
2023;9;GUAYAS;BALZAR;20;30/9/2023
2023;9;GUAYAS;COLIMES;16;30/9/2023
2023;9;GUAYAS;CRNEL. MARCELINO MARIDUE¥A;9;30/9/2023
2023;9;GUAYAS;DAULE;196;30/9/2023
2023;9;GUAYAS;DURAN;157;30/9/2023
2023;9;GUAYAS;EL EMPALME;28;30/9/2023
2023;9;GUAYAS;EL TRIUNFO;37;30/9/2023
2023;9;GUAYAS;GNRAL. ANTONIO ELIZALDE;4;30/9/2023
2023;9;GUAYAS;GUAYAQUIL;1627;30/9/2023
2023;9;GUAYAS;ISIDRO AYORA;8;30/9/2023
2023;9;GUAYAS;LOMAS DE SARGENTILLO;7;30/9/2023
2023;9;GUAYAS;MILAGRO;156;30/9/2023
2023;9;GUAYAS;NARANJAL;19;30/9/2023
2023;9;GUAYAS;NARANJITO;16;30/9/2023
2023;9;GUAYAS;NOBOL;18;30/9/2023
2023;10;AZUAY;CAMILO PONCE ENRIQUEZ;26;31/10/2023
2023;10;AZUAY;CUENCA;511;31/10/2023
2023;10;AZUAY;EL PAN;3;31/10/2023
2023;10;AZUAY;GIRON;2;31/10/2023
2023;10;AZUAY;GUACHAPALA;4;31/10/2023
2023;10;AZUAY;GUALACEO;15;31/10/2023
2023;10;AZUAY;NABON;4;31/10/2023
2023;10;AZUAY;PAUTE;24;31/10/2023
2023;10;AZUAY;PUCARA;5;31/10/2023
2023;10;AZUAY;SAN FERNANDO;1;31/10/2023
2023;10;AZUAY;SANTA ISABEL;7;31/10/2023
2023;10;AZUAY;SEVILLA DE ORO;4;31/10/2023
2023;10;AZUAY;SIGSIG;9;31/10/2023
2023;10;BOLIVAR;CALUMA;13;31/10/2023
2023;10;BOLIVAR;CHILLANES;9;31/10/2023
2023;10;BOLIVAR;CHIMBO;14;31/10/2023
2023;10;BOLIVAR;ECHEANDIA;14;31/10/2023
2023;10;BOLIVAR;GUARANDA;132;31/10/2023
2023;10;BOLIVAR;LAS NAVES;6;31/10/2023
2023;10;BOLIVAR;SAN MIGUEL;21;31/10/2023
2023;10;CA¥AR;AZOGUES;88;31/10/2023
2023;10;CA¥AR;BIBLIAN;11;31/10/2023
2023;10;CA¥AR;CA¥AR;14;31/10/2023
2023;10;CA¥AR;DELEG;2;31/10/2023
2023;10;CA¥AR;EL TAMBO;3;31/10/2023
2023;10;CA¥AR;LA TRONCAL;66;31/10/2023
2023;10;CARCHI;BOLIVAR;16;31/10/2023
2023;10;CARCHI;ESPEJO;8;31/10/2023
2023;10;CARCHI;MIRA;11;31/10/2023
2023;10;CARCHI;MONTUFAR;22;31/10/2023
2023;10;CARCHI;SAN PEDRO DE HUACA;5;31/10/2023
2023;10;CARCHI;TULCAN;93;31/10/2023
2023;10;CHIMBORAZO;ALAUSI;25;31/10/2023
2023;10;CHIMBORAZO;CHAMBO;5;31/10/2023
2023;10;CHIMBORAZO;CHUNCHI;6;31/10/2023
2023;10;CHIMBORAZO;COLTA;12;31/10/2023
2023;10;CHIMBORAZO;CUMANDA;14;31/10/2023
2023;10;CHIMBORAZO;GUAMOTE;9;31/10/2023
2023;10;CHIMBORAZO;GUANO;17;31/10/2023
2023;10;CHIMBORAZO;PALLATANGA;9;31/10/2023
2023;10;CHIMBORAZO;PENIPE;4;31/10/2023
2023;10;CHIMBORAZO;RIOBAMBA;252;31/10/2023
2023;10;COTOPAXI;LA MANA;51;31/10/2023
2023;10;COTOPAXI;LATACUNGA;167;31/10/2023
2023;10;COTOPAXI;PANGUA;4;31/10/2023
2023;10;COTOPAXI;PUJILI;29;31/10/2023
2023;10;COTOPAXI;SALCEDO;51;31/10/2023
2023;10;COTOPAXI;SAQUISILI;20;31/10/2023
2023;10;COTOPAXI;SIGCHOS;4;31/10/2023
2023;10;EL ORO;ARENILLAS;46;31/10/2023
2023;10;EL ORO;ATAHUALPA;1;31/10/2023
2023;10;EL ORO;CHILLA;2;31/10/2023
2023;10;EL ORO;EL GUABO;29;31/10/2023
2023;10;EL ORO;HUAQUILLAS;31;31/10/2023
2023;10;EL ORO;LAS LAJAS;3;31/10/2023
2023;10;EL ORO;MACHALA;341;31/10/2023
2023;10;EL ORO;MARCABELI;2;31/10/2023
2023;10;EL ORO;PASAJE;47;31/10/2023
2023;10;EL ORO;PI¥AS;26;31/10/2023
2023;10;EL ORO;PORTOVELO;11;31/10/2023
2023;10;EL ORO;SANTA ROSA;41;31/10/2023
2023;10;EL ORO;ZARUMA;5;31/10/2023
2023;10;ESMERALDAS;ATACAMES;43;31/10/2023
2023;10;ESMERALDAS;ELOY ALFARO;16;31/10/2023
2023;10;ESMERALDAS;ESMERALDAS;156;31/10/2023
2023;10;ESMERALDAS;MUISNE;10;31/10/2023
2023;10;ESMERALDAS;QUININDE;42;31/10/2023
2023;10;ESMERALDAS;RIOVERDE;9;31/10/2023
2023;10;ESMERALDAS;SAN LORENZO;15;31/10/2023
2023;10;GALAPAGOS;ISABELA;16;31/10/2023
2023;10;GALAPAGOS;SAN CRISTOBAL;25;31/10/2023
2023;10;GALAPAGOS;SANTA CRUZ;65;31/10/2023
2023;10;GUAYAS;ALFREDO BAQUERIZO MORENO (JUJAN);295;31/10/2023
2023;10;GUAYAS;BALAO;9;31/10/2023
2023;10;GUAYAS;BALZAR;16;31/10/2023
2023;10;GUAYAS;COLIMES;2;31/10/2023
2023;10;GUAYAS;CRNEL. MARCELINO MARIDUE¥A;15;31/10/2023
2023;10;GUAYAS;DAULE;113;31/10/2023
2023;10;GUAYAS;DURAN;229;31/10/2023
2023;10;GUAYAS;EL EMPALME;22;31/10/2023
2023;10;GUAYAS;EL TRIUNFO;29;31/10/2023
2023;10;GUAYAS;GNRAL. ANTONIO ELIZALDE;10;31/10/2023
2023;10;GUAYAS;GUAYAQUIL;2355;31/10/2023
