"Fecha","Producto","Cantidad","Precio","Total"
2024-01-25,"Mouse",8,43.8133171061054,350.506536848843
2024-01-27,"Teclado",9,32.1525236405432,289.372712764889
2024-01-25,"Silla Gamer",3,161.911601130851,485.734803392552
2024-01-06,"Impresora",6,128.85438776575,773.126326594502
2024-01-21,"Laptop",7,944.023559708148,6608.16491795704
2024-01-15,"Tablet",3,443.164036958478,1329.49211087544
2024-01-09,"Laptop",8,868.292850884609,6946.34280707687
2024-01-15,"Tablet",1,441.287374100648,441.287374100648
2024-01-26,"Impresora",9,106.645783153363,959.812048380263
2024-01-28,"Silla Gamer",6,237.762876972556,1426.57726183534
2024-01-31,"Laptop",9,855.881052440964,7702.92947196867
2024-01-16,"Laptop",3,945.169587340206,2835.50876202062
2024-01-20,"Teclado",3,36.0069407895207,108.020822368562
2024-01-30,"Laptop",6,908.08353566099,5448.50121396594
2024-01-06,"Mouse",9,46.1416690144688,415.275021130219
2024-01-11,"Teclado",9,48.0322518199682,432.290266379714
2024-01-08,"Monitor",3,252.663167822175,757.989503466524
2024-01-22,"Silla Gamer",5,221.062245243229,1105.31122621614
2024-01-22,"Monitor",7,281.274681887589,1968.92277321313
2024-01-07,"Teclado",2,105.513705620542,211.027411241084
2024-01-31,"Monitor",6,297.181930672377,1783.09158403426
2024-01-16,"Mouse",8,74.2102828575298,593.682262860239
2024-01-17,"Impresora",5,107.786394609138,538.931973045692
2024-01-22,"Impresora",3,102.470813761465,307.412441284396
2024-01-18,"Teclado",10,77.5168506242335,775.168506242335
2024-01-17,"Monitor",5,310.766398208216,1553.83199104108
2024-01-02,"Tablet",4,350.436520925723,1401.74608370289
2024-01-04,"Teclado",4,94.3699993938208,377.479997575283
2024-01-13,"Impresora",7,104.677672032267,732.743704225868
2024-01-05,"Monitor",1,297.822910523973,297.822910523973
2024-01-22,"Auriculares",2,93.8555045751855,187.711009150371
2024-01-31,"Tablet",5,355.963769042864,1779.81884521432
2024-01-19,"Tablet",3,445.364090171643,1336.09227051493
2024-01-25,"Tablet",7,427.080510440283,2989.56357308198
2024-01-20,"Tablet",8,435.15494002495,3481.2395201996
2024-01-22,"Tablet",5,371.796460123733,1858.98230061866
2024-01-25,"Tablet",7,449.447274766862,3146.13092336804
2024-01-14,"Silla Gamer",3,219.352306029759,658.056918089278
2024-01-25,"Silla Gamer",6,178.713312605396,1072.27987563238
2024-01-23,"Laptop",8,931.794243329205,7454.35394663364
2024-01-03,"Auriculares",10,95.942445914261,959.42445914261
2024-01-08,"Monitor",6,340.042150276713,2040.25290166028
2024-01-16,"Auriculares",10,12.6839369302616,126.839369302616
2024-01-30,"Laptop",8,855.963276606053,6847.70621284842
2024-01-12,"Laptop",10,931.841292907484,9318.41292907484
2024-01-31,"Impresora",6,186.031637550332,1116.18982530199
2024-01-25,"Laptop",3,854.519963054918,2563.55988916475
2024-01-14,"Mouse",7,-2.54694882314652,-17.8286417620257
2024-01-30,"Mouse",1,45.4817934893072,45.4817934893072
2024-01-03,"Silla Gamer",6,159.869566210546,959.217397263274
2024-01-14,"Monitor",5,251.589107490145,1257.94553745072
2024-01-29,"Silla Gamer",2,240.563084417954,481.126168835908
2024-01-07,"Silla Gamer",7,154.903346952051,1084.32342866436
2024-01-03,"Silla Gamer",3,237.415620498359,712.246861495078
2024-01-23,"Tablet",3,362.057028990239,1086.17108697072
2024-01-22,"Silla Gamer",4,190.416412404738,761.665649618953
2024-01-26,"Tablet",1,372.992298309691,372.992298309691
2024-01-15,"Laptop",6,927.623540931381,5565.74124558829
2024-01-21,"Impresora",5,157.632516603917,788.162583019584
2024-01-05,"Mouse",2,-5.51952444948256,-11.0390488989651
2024-01-08,"Laptop",7,892.475736048073,6247.33015233651
2024-01-19,"Silla Gamer",10,193.997539603151,1939.97539603151
2024-01-10,"Teclado",1,110.884645469487,110.884645469487
2024-01-18,"Teclado",5,66.266450220719,331.332251103595
2024-01-10,"Silla Gamer",5,243.159784423187,1215.79892211594
2024-01-12,"Impresora",8,138.945489260368,1111.56391408294
2024-01-02,"Laptop",3,930.526344710961,2791.57903413288
2024-01-10,"Monitor",1,326.855571987107,326.855571987107
2024-01-22,"Teclado",4,54.0907289879397,216.362915951759
2024-01-31,"Impresora",8,193.789343861863,1550.3147508949
2024-01-12,"Auriculares",2,50.3831279929727,100.766255985945
2024-01-20,"Tablet",4,382.427730807103,1529.71092322841
2024-01-14,"Silla Gamer",8,194.264544453472,1554.11635562778
2024-01-17,"Mouse",8,23.6973477527499,189.578782021999
2024-01-30,"Silla Gamer",5,234.160264069214,1170.80132034607
2024-01-14,"Impresora",6,194.915941148065,1169.49564688839
2024-01-22,"Silla Gamer",7,197.036981233396,1379.25886863377
2024-01-03,"Monitor",9,287.106198375113,2583.95578537602
2024-01-08,"Silla Gamer",7,172.590851527639,1208.13596069347
2024-01-14,"Mouse",4,-24.5393373770639,-98.1573495082557
2024-01-19,"Impresora",2,170.943735772744,341.887471545488
2024-01-30,"Mouse",8,44.6368342731148,357.094674184918
2024-01-15,"Laptop",8,851.469495147467,6811.75596117973
2024-01-24,"Laptop",1,868.768269196153,868.768269196153
2024-01-17,"Teclado",7,73.6854033591226,515.797823513858
2024-01-23,"Auriculares",2,15.9009179566056,31.8018359132111
2024-01-11,"Auriculares",10,24.6009987778962,246.009987778962
2024-01-07,"Tablet",6,442.231499240734,2653.3889954444
2024-01-29,"Laptop",4,886.310460767709,3545.24184307083
2024-01-15,"Silla Gamer",6,249.281737883575,1495.69042730145
2024-01-23,"Monitor",10,322.57246428635,3225.7246428635
2024-01-26,"Mouse",3,-10.0779531756416,-30.2338595269248
2024-01-06,"Teclado",6,79.1902024811134,475.14121488668
2024-01-14,"Teclado",9,104.873548895121,943.861940056086
2024-01-31,"Impresora",8,173.399445717223,1387.19556573778
2024-01-07,"Mouse",9,21.249585878104,191.246272902936
2024-01-27,"Auriculares",7,51.1086887912825,357.760821538977
2024-01-10,"Monitor",3,305.638395482674,916.915186448023
2024-01-05,"Tablet",8,370.079564861953,2960.63651889563
2024-01-06,"Tablet",10,438.919094158337,4389.19094158337
2024-01-16,"Laptop",2,865.438399394043,1730.87679878809
2024-01-24,"Monitor",8,308.459956105798,2467.67964884639
2024-01-21,"Teclado",8,68.0936974985525,544.74957998842
2024-01-23,"Auriculares",8,19.7283214656636,157.826571725309
2024-01-11,"Auriculares",2,97.8424471337348,195.68489426747
2024-01-04,"Monitor",1,281.903146370314,281.903146370314
2024-01-12,"Impresora",9,104.478869610466,940.309826494195
2024-01-14,"Auriculares",5,75.3686090698466,376.843045349233
2024-01-28,"Laptop",7,906.685894890688,6346.80126423482
2024-01-29,"Auriculares",3,0.974699202924967,2.9240976087749
2024-01-19,"Monitor",6,280.075407074764,1680.45244244859
2024-01-25,"Auriculares",8,86.3295207964256,690.636166371405
2024-01-07,"Auriculares",9,23.2148367678747,208.933530910872
2024-01-22,"Auriculares",3,5.8539804071188,17.5619412213564
2024-01-26,"Teclado",1,91.1049911566079,91.1049911566079
2024-01-09,"Tablet",8,400.87485301774,3206.99882414192
2024-01-07,"Monitor",7,290.494703943841,2033.46292760689
2024-01-02,"Auriculares",5,42.4513918114826,212.256959057413
2024-01-16,"Silla Gamer",3,241.396578447893,724.18973534368
2024-01-13,"Auriculares",7,90.2006491553038,631.404544087127
2024-01-19,"Tablet",4,371.806528232992,1487.22611293197
2024-01-24,"Monitor",9,307.48945469968,2767.40509229712
2024-01-20,"Monitor",5,254.0653136326,1270.326568163
2024-01-15,"Silla Gamer",9,204.059751145542,1836.53776030988
2024-01-07,"Impresora",7,111.282846238464,778.979923669249
2024-01-04,"Impresora",9,175.745386769995,1581.70848092996
2024-01-01,"Silla Gamer",9,161.114417947829,1450.02976153046
2024-01-08,"Silla Gamer",7,170.411440101452,1192.88008071017
2024-01-30,"Teclado",4,96.7703813267872,387.081525307149
2024-01-30,"Tablet",3,392.234466527589,1176.70339958277
2024-01-20,"Impresora",9,154.695398081094,1392.25858272985
2024-01-25,"Silla Gamer",2,238.051883736625,476.103767473251
2024-01-16,"Teclado",8,92.7629451546818,742.103561237454
2024-01-24,"Monitor",1,325.284618884325,325.284618884325
2024-01-22,"Silla Gamer",10,210.073895007372,2100.73895007372
2024-01-11,"Tablet",7,360.10667392984,2520.74671750888
2024-01-16,"Laptop",2,932.622270612046,1865.24454122409
2024-01-20,"Impresora",10,173.824895638973,1738.24895638973
2024-01-08,"Monitor",3,338.297565397806,1014.89269619342
2024-01-03,"Mouse",2,-16.5834991727024,-33.1669983454049
2024-01-29,"Impresora",5,182.947250339203,914.736251696013
2024-01-04,"Mouse",8,2.4816288612783,19.8530308902264
2024-01-20,"Monitor",1,283.421585988253,283.421585988253
2024-01-12,"Laptop",1,938.703704439104,938.703704439104
2024-01-22,"Laptop",8,869.132607383654,6953.06085906923
2024-01-17,"Impresora",2,101.219133776613,202.438267553225
2024-01-10,"Mouse",8,45.5344221321866,364.275377057493
2024-01-27,"Monitor",3,253.761871880852,761.285615642555
2024-01-20,"Auriculares",4,82.2525524534285,329.010209813714
2024-01-11,"Silla Gamer",7,240.343453921378,1682.40417744964
2024-01-25,"Teclado",2,36.6457612067461,73.2915224134922
2024-01-23,"Laptop",4,870.759546710178,3483.03818684071
2024-01-08,"Teclado",1,99.5880174264312,99.5880174264312
2024-01-14,"Teclado",3,109.319629827514,327.958889482543
2024-01-21,"Mouse",7,-0.631704856641591,-4.42193399649113
2024-01-13,"Tablet",8,393.319322844036,3146.55458275229
2024-01-02,"Tablet",3,389.815330645069,1169.44599193521
2024-01-11,"Monitor",7,316.559277498163,2215.91494248714
2024-01-13,"Tablet",2,380.519689712673,761.039379425347
2024-01-14,"Laptop",2,929.197091492824,1858.39418298565
2024-01-06,"Teclado",9,54.1226793127134,487.104113814421
2024-01-25,"Auriculares",10,25.7454871665686,257.454871665686
2024-01-08,"Tablet",7,350.396152329631,2452.77306630742
2024-01-12,"Auriculares",1,38.0338864866644,38.0338864866644
2024-01-26,"Auriculares",2,59.9426568718627,119.885313743725
2024-01-04,"Impresora",9,133.903538808227,1205.13184927404
2024-01-13,"Mouse",9,-7.42157590575516,-66.7941831517965
2024-01-29,"Auriculares",1,99.7569354483858,99.7569354483858
2024-01-14,"Auriculares",6,26.5399608761072,159.239765256643
2024-01-21,"Laptop",6,905.019224784337,5430.11534870602
2024-01-16,"Tablet",9,363.524466636591,3271.72019972932
2024-01-23,"Auriculares",7,68.1822216138244,477.275551296771
2024-01-29,"Laptop",9,895.035106549039,8055.31595894136
2024-01-01,"Mouse",3,11.6644565947354,34.9933697842062
2024-01-08,"Laptop",8,888.613134040497,7108.90507232398
2024-01-08,"Laptop",10,890.447119437158,8904.47119437158
2024-01-10,"Tablet",6,432.756472099572,2596.53883259743
2024-01-25,"Mouse",10,66.6014791233465,666.014791233465
2024-01-08,"Monitor",9,326.120292721316,2935.08263449185
2024-01-18,"Silla Gamer",9,186.734868190251,1680.61381371226
2024-01-29,"Tablet",4,419.138809409924,1676.5552376397
2024-01-21,"Impresora",9,150.803267979063,1357.22941181157
2024-01-09,"Silla Gamer",9,151.942593744025,1367.48334369622
2024-01-07,"Tablet",5,414.689913997427,2073.44956998713
2024-01-07,"Auriculares",1,62.3007664456964,62.3007664456964
2024-01-26,"Silla Gamer",2,183.297110931017,366.594221862033
2024-01-29,"Mouse",3,-22.3713163519278,-67.1139490557835
2024-01-28,"Silla Gamer",5,247.494735918008,1237.47367959004
2024-01-10,"Mouse",8,74.1274856962264,593.019885569811
2024-01-24,"Mouse",1,-17.3420191276819,-17.3420191276819
2024-01-31,"Impresora",7,153.794487263076,1076.56141084153
2024-01-22,"Impresora",10,197.7852743119,1977.852743119
2024-01-23,"Monitor",5,260.967471939512,1304.83735969756
2024-01-26,"Auriculares",7,36.257217801176,253.800524608232
2024-01-11,"Tablet",9,399.981935787946,3599.83742209151
2024-01-01,"Mouse",10,66.2628401536494,662.628401536494
2024-01-25,"Teclado",2,77.2060834616423,154.412166923285
2024-01-29,"Impresora",6,102.279457473196,613.676744839177
2024-01-29,"Laptop",3,935.522962594405,2806.56888778321
2024-01-19,"Tablet",3,433.048424171284,1299.14527251385
2024-01-10,"Impresora",8,187.815106310882,1502.52085048705
2024-01-21,"Monitor",7,330.960218934342,2316.7215325404
2024-01-22,"Teclado",2,20.0065336702392,40.0130673404783
2024-01-13,"Impresora",5,110.182573297061,550.912866485305
2024-01-11,"Teclado",6,103.48258768674,620.895526120439
2024-01-11,"Teclado",3,42.1147396136075,126.344218840823
2024-01-25,"Impresora",1,103.041637665592,103.041637665592
2024-01-20,"Silla Gamer",9,207.672602171078,1869.0534195397
2024-01-26,"Mouse",8,50.6879760418087,405.50380833447
2024-01-07,"Monitor",9,337.365405936725,3036.28865343053
2024-01-25,"Monitor",1,256.036591390148,256.036591390148
2024-01-23,"Mouse",8,-2.81616412103176,-22.5293129682541
2024-01-26,"Teclado",8,61.4025172125548,491.220137700438
2024-01-20,"Laptop",8,891.132962983102,7129.06370386481
2024-01-29,"Monitor",10,307.939032977447,3079.39032977447
2024-01-24,"Laptop",10,944.194895145483,9441.94895145483
2024-01-25,"Laptop",8,948.75985973049,7590.07887784392
2024-01-09,"Monitor",8,262.979784887284,2103.83827909827
2024-01-09,"Teclado",8,47.4874981492758,379.899985194206
2024-01-05,"Auriculares",2,82.8382821753621,165.676564350724
2024-01-23,"Mouse",2,74.1258719004691,148.251743800938
2024-01-14,"Tablet",2,417.320055817254,834.640111634508
2024-01-14,"Auriculares",3,7.73890644777566,23.216719343327
2024-01-06,"Impresora",2,113.440340547822,226.880681095645
2024-01-27,"Impresora",9,133.8096778607,1204.2871007463
2024-01-01,"Tablet",9,375.210898020305,3376.89808218274
2024-01-26,"Mouse",7,0.0823636073619127,0.576545251533389
2024-01-10,"Monitor",5,328.326791757718,1641.63395878859
2024-01-17,"Mouse",10,-7.62136697303504,-76.2136697303504
2024-01-26,"Tablet",6,409.830391569994,2458.98234941997
2024-01-17,"Mouse",2,44.1583044361323,88.3166088722646
2024-01-29,"Monitor",1,342.293559922837,342.293559922837
2024-01-26,"Monitor",2,318.997498392127,637.994996784255
2024-01-27,"Silla Gamer",2,177.365897689015,354.731795378029
2024-01-21,"Laptop",10,851.094515947625,8510.94515947625
2024-01-07,"Teclado",5,24.3219597544521,121.609798772261
2024-01-28,"Laptop",8,866.789780044928,6934.31824035943
2024-01-21,"Teclado",3,105.264082648791,315.792247946374
2024-01-26,"Teclado",2,24.5913346111774,49.1826692223549
2024-01-09,"Impresora",8,127.13876364287,1017.11010914296
2024-01-20,"Silla Gamer",9,238.894295063801,2150.04865557421
2024-01-06,"Tablet",9,404.789329459891,3643.10396513902
2024-01-18,"Teclado",7,100.481758853421,703.372311973944
2024-01-30,"Impresora",2,195.719661866315,391.439323732629
2024-01-31,"Silla Gamer",5,218.974408041686,1094.87204020843
2024-01-29,"Tablet",9,390.113357454538,3511.02021709085
2024-01-17,"Auriculares",3,97.1040844218805,291.312253265642
2024-01-05,"Mouse",10,68.9375858055428,689.375858055428
2024-01-25,"Impresora",9,151.82822458446,1366.45402126014
2024-01-20,"Laptop",5,863.629017653875,4318.14508826938
2024-01-03,"Auriculares",8,62.6735995290801,501.388796232641
2024-01-25,"Teclado",2,102.264998438768,204.529996877536
2024-01-14,"Tablet",6,363.626535539515,2181.75921323709
2024-01-01,"Teclado",8,79.746818896383,637.974551171064
2024-01-02,"Silla Gamer",6,248.296406795271,1489.77844077162
2024-01-04,"Impresora",10,123.06306483224,1230.6306483224
2024-01-10,"Teclado",6,61.7370387818664,370.422232691199
2024-01-01,"Teclado",4,30.0270999362692,120.108399745077
2024-01-05,"Impresora",1,127.851140359417,127.851140359417
2024-01-21,"Tablet",8,403.054649149999,3224.43719319999
2024-01-25,"Laptop",9,881.411945819855,7932.70751237869
2024-01-08,"Tablet",6,410.070207272656,2460.42124363594
2024-01-23,"Teclado",6,118.709801840596,712.258811043575
2024-01-25,"Teclado",2,80.9281485900283,161.856297180057
2024-01-21,"Impresora",9,114.573732274584,1031.16359047126
2024-01-13,"Mouse",8,45.4316460294649,363.453168235719
2024-01-18,"Auriculares",3,67.9180304054171,203.754091216251
2024-01-10,"Auriculares",10,32.2583865374327,322.583865374327
2024-01-31,"Tablet",3,392.331564100459,1176.99469230138
2024-01-06,"Mouse",9,5.44641849119216,49.0177664207295
2024-01-07,"Silla Gamer",6,233.281878195703,1399.69126917422
2024-01-29,"Silla Gamer",7,209.364750841632,1465.55325589143
2024-01-09,"Tablet",10,430.719664134085,4307.19664134085
2024-01-16,"Tablet",7,379.405077779666,2655.83554445766
2024-01-17,"Silla Gamer",5,164.108522166498,820.54261083249
2024-01-21,"Auriculares",9,88.8621102552861,799.758992297575
2024-01-13,"Mouse",5,-24.1714995820075,-120.857497910038
2024-01-28,"Teclado",4,76.9120652973652,307.648261189461
2024-01-31,"Laptop",10,946.755018993281,9467.55018993281
2024-01-21,"Teclado",7,46.9188763340935,328.432134338655
2024-01-08,"Impresora",3,198.39600706473,595.18802119419
2024-01-21,"Impresora",3,103.538948763162,310.616846289486
2024-01-31,"Teclado",3,45.7976430468261,137.392929140478
2024-01-07,"Auriculares",7,25.9891121415421,181.923784990795
2024-01-20,"Auriculares",5,94.8188487673178,474.094243836589
2024-01-18,"Silla Gamer",6,247.96227386687,1487.77364320122
2024-01-29,"Tablet",2,423.438486363739,846.876972727478
2024-01-17,"Silla Gamer",4,178.747975663282,714.991902653128
2024-01-01,"Silla Gamer",6,190.895911841653,1145.37547104992
2024-01-02,"Silla Gamer",6,170.157764805481,1020.94658883289
2024-01-17,"Tablet",10,426.658635912463,4266.58635912463
2024-01-02,"Mouse",5,49.3104939814657,246.552469907328
2024-01-13,"Monitor",4,299.846138083376,1199.3845523335
2024-01-24,"Teclado",3,87.0499595580623,261.149878674187
2024-01-17,"Tablet",7,425.246279360726,2976.72395552509
2024-01-31,"Tablet",6,427.386291883886,2564.31775130332
2024-01-03,"Auriculares",2,60.51693004556,121.03386009112
2024-01-18,"Silla Gamer",9,189.051574352197,1701.46416916978
2024-01-02,"Laptop",7,917.105757305399,6419.74030113779
2024-01-05,"Tablet",8,436.920781154186,3495.36624923348
2024-01-31,"Laptop",8,893.64028731361,7149.12229850888
2024-01-12,"Auriculares",6,12.0476344367489,72.2858066204935
2024-01-25,"Teclado",5,81.895335954614,409.47667977307
2024-01-13,"Mouse",9,23.0508751003072,207.457875902764
2024-01-10,"Impresora",9,192.389308963902,1731.50378067512
2024-01-29,"Auriculares",5,24.0672685205936,120.336342602968
2024-01-06,"Impresora",10,177.648157556541,1776.48157556541
2024-01-10,"Monitor",1,325.198788824491,325.198788824491
2024-01-10,"Tablet",10,417.648242483847,4176.48242483847
2024-01-06,"Laptop",2,905.171946389601,1810.3438927792
2024-01-28,"Auriculares",3,59.786053118296,179.358159354888
2024-01-16,"Auriculares",7,86.6437581600621,606.506307120435
2024-01-16,"Silla Gamer",6,199.534071260132,1197.20442756079
2024-01-03,"Laptop",6,948.022896400653,5688.13737840392
2024-01-04,"Silla Gamer",2,156.937468727119,313.874937454239
2024-01-27,"Laptop",1,905.5928963935,905.5928963935
2024-01-27,"Auriculares",3,18.9373525325209,56.8120575975627
2024-01-03,"Impresora",9,129.645748157054,1166.81173341349
2024-01-29,"Impresora",2,184.100412181579,368.200824363157
2024-01-23,"Impresora",10,120.510710123926,1205.10710123926
2024-01-03,"Monitor",8,308.271908969618,2466.17527175695
2024-01-31,"Tablet",8,389.626219822094,3117.00975857675
2024-01-16,"Impresora",9,130.557127622887,1175.01414860599
2024-01-02,"Silla Gamer",4,197.225528932177,788.902115728706
2024-01-15,"Impresora",4,174.3249097839,697.299639135599
2024-01-23,"Impresora",1,197.680360660888,197.680360660888
2024-01-03,"Auriculares",2,15.6263851327822,31.2527702655643
2024-01-09,"Impresora",7,112.942581134848,790.598067943938
2024-01-29,"Monitor",8,308.055930281989,2464.44744225591
2024-01-07,"Tablet",9,363.714917493053,3273.43425743748
2024-01-30,"Silla Gamer",5,170.199644449167,850.998222245835
2024-01-31,"Auriculares",5,34.1649064561352,170.824532280676
2024-01-30,"Tablet",6,376.590094668791,2259.54056801274
2024-01-09,"Tablet",10,422.158598154783,4221.58598154783
2024-01-04,"Tablet",1,419.549148436636,419.549148436636
2024-01-02,"Auriculares",10,79.4208727078512,794.208727078512
2024-01-22,"Silla Gamer",5,177.446999866515,887.234999332577
2024-01-26,"Tablet",6,368.195636197925,2209.17381718755
2024-01-12,"Impresora",5,146.260366705246,731.301833526231
2024-01-09,"Silla Gamer",1,205.054507683963,205.054507683963
2024-01-28,"Laptop",10,912.271771416999,9122.71771416999
2024-01-29,"Tablet",5,398.289342387579,1991.4467119379
2024-01-29,"Mouse",8,-12.0169025845826,-96.1352206766605
2024-01-11,"Impresora",8,188.399680703878,1507.19744563103
2024-01-07,"Tablet",1,449.131792783737,449.131792783737
2024-01-13,"Tablet",7,436.196543602273,3053.37580521591
2024-01-05,"Tablet",3,435.225071781315,1305.67521534394
2024-01-11,"Auriculares",10,37.741360720247,377.41360720247
2024-01-01,"Laptop",4,911.707649985328,3646.83059994131
2024-01-19,"Silla Gamer",7,201.834239251912,1412.83967476338
2024-01-12,"Tablet",7,353.692920994945,2475.85044696461
2024-01-02,"Tablet",7,424.303243448958,2970.1227041427
2024-01-21,"Auriculares",6,84.2428504256532,505.457102553919
2024-01-17,"Tablet",9,354.911531717516,3194.20378545765
2024-01-31,"Monitor",4,339.328920771368,1357.31568308547
2024-01-12,"Silla Gamer",9,187.817745283246,1690.35970754921
2024-01-30,"Impresora",3,169.556430145167,508.6692904355
2024-01-03,"Teclado",3,91.7311362503096,275.193408750929
2024-01-30,"Monitor",8,318.252494675107,2546.01995740086
2024-01-25,"Teclado",9,50.0406356109306,450.365720498376
2024-01-18,"Laptop",1,880.2623182768,880.2623182768
2024-01-15,"Laptop",4,897.611039830372,3590.44415932149
2024-01-22,"Laptop",10,854.848248395137,8548.48248395137
2024-01-03,"Auriculares",1,49.1619820008054,49.1619820008054
2024-01-19,"Impresora",10,158.86247237213,1588.6247237213
2024-01-25,"Impresora",5,123.463932843879,617.319664219394
2024-01-18,"Tablet",9,446.463824948296,4018.17442453466
2024-01-17,"Tablet",5,365.999466041103,1829.99733020552
2024-01-06,"Impresora",8,157.523798383772,1260.19038707018
2024-01-10,"Laptop",4,892.079221224412,3568.31688489765
2024-01-08,"Silla Gamer",2,162.242970848456,324.485941696912
2024-01-10,"Monitor",1,286.428520735353,286.428520735353
2024-01-26,"Silla Gamer",3,249.872615956701,749.617847870104
2024-01-13,"Auriculares",7,79.7886293148622,558.520405204035
2024-01-20,"Tablet",8,384.985151165165,3079.88120932132
2024-01-06,"Mouse",5,68.6977054690942,343.488527345471
2024-01-20,"Laptop",2,921.319737914018,1842.63947582804
2024-01-29,"Monitor",9,299.524376844056,2695.7193915965
2024-01-20,"Auriculares",10,81.224536173977,812.24536173977
2024-01-30,"Impresora",5,165.493254479952,827.466272399761
2024-01-09,"Teclado",6,56.0745880985633,336.44752859138
2024-01-16,"Laptop",10,897.193155204877,8971.93155204877
2024-01-08,"Silla Gamer",6,209.835770563222,1259.01462337933
2024-01-07,"Impresora",7,172.619983111508,1208.33988178056
2024-01-10,"Monitor",4,285.599973099306,1142.39989239722
2024-01-17,"Monitor",6,308.64784498699,1851.88706992194
2024-01-31,"Silla Gamer",6,201.660358789377,1209.96215273626
2024-01-18,"Laptop",9,909.351468947716,8184.16322052944
2024-01-08,"Impresora",3,188.826958462596,566.480875387788
2024-01-19,"Tablet",5,436.712755588815,2183.56377794407
2024-01-10,"Impresora",10,183.120136964135,1831.20136964135
2024-01-23,"Laptop",5,866.171811125241,4330.85905562621
2024-01-11,"Silla Gamer",9,183.139774529263,1648.25797076337
2024-01-17,"Teclado",6,112.617245507427,675.703473044559
